ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,name_modification_flags,url_validation
37417838,atlas of tumor metabolism uncovers gene-metabolite interactions,0.0,,0.0,atlas of tumor metabolism uncovers gene-metabolite interactions,0.0,1,https://camp.thekrumsieklab.com/,"HTTPSConnectionPool(host='camp.thekrumsieklab.com', port=443): Max retries exceeded with url: / (Cau",,,,,,,,,,,atlas of tumor metabolism uncovers gene-metabolite interactions,,ok
39368085,nbatlas,0.0,,0.0,nbatlas,0.0,1,https://nbatlas.org/,"HTTPSConnectionPool(host='nbatlas.org', port=443): Max retries exceeded with url: / (Caused by NameR",,,,,,,,,,,nbatlas,,ok
40728618,benchmarking platform for assessing protein language models on function-related prediction tasks,0.0,,0.0,benchmarking platform for assessing protein language models on function-related prediction tasks,0.0,1,https://github.com/faezrah/PROBE,404,,,,,,,,,,,benchmarking platform for assessing protein language models on function-related prediction tasks,,review
39352375,melting point database for organometallic compounds,0.0,,0.0,melting point database for organometallic compounds,0.0,1,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01053,403,,,,,,,,,,,melting point database for organometallic compounds,,ok
35633312,ivenomdb,0.0,,0.0,ivenomdb,0.0,1,http://www.ivenomdb.org/,"HTTPConnectionPool(host='www.ivenomdb.org', port=80): Max retries exceeded with url: / (Caused by Na",,,,,,,,,,,ivenomdb,,ok
36535428,regulatory network,0.0,,0.0,regulatory network | structure-function analysis,0.0,1,http://regnetworkweb.org/,503,,,,,,,,,,,regulatory network | structure-function analysis,PIPE_CLEANED,ok
39042485,dielectric ceramics database automatically constructed by data mining in the literature,0.0,,0.0,dielectric ceramics database automatically constructed by data mining in the literature,0.0,1,https://doi.org/10.1021/acs.jcim.0c01053,404,,,,,,,,,,,dielectric ceramics database automatically constructed by data mining in the literature,,ok
36787439,DIPEX,0.99766004,dipex,0.99766004,,0.99766004,1,https://www.healthtalk.org/,403,,,,,,,,,,,dipex,CAPITALIZED,ok
36280721,ISPI,0.9941899,ispi,0.9941899,,0.9941899,1,http://wiki.pestinfo.org/wiki/Main_Page,"HTTPConnectionPool(host='wiki.pestinfo.org', port=80): Max retries exceeded with url: /wiki/Main_Pag",,,,,,,,,,,ispi,CAPITALIZED,ok
35129172,glyco@expasy,0.9895914,,0.9895914,glyco@expasy,0.9895914,1,https://www.expasy.org/resources/search/keywords:glyco,404,,,,,,,,,,,glyco@expasy,,ok
35816925,goed clinical study database,0.9714111,,0.9714111,goed clinical study database,0.9714111,1,https://goedomega3.com/clinical-study-database,404,,,,,,,,,,,goed clinical study database,,ok
38937480,mopredascentury,0.9357025,,0.9357025,mopredascentury,0.9357025,1,https://doi.org/10.1038/s41597-020-00726-7,404,,,,,,,,,,,mopredascentury,,ok
38907890,hla-hd-f,0.89412373,,0.89412373,hla-hd-f,0.89412373,1,https://github.com/ShuheiHori/HLA-HD,404,,,,,,,,,,,hla-hd-f,,review
36137552,but pdb,0.87049556,but pdb,0.87049556,,0.87049556,1,http://www.rcsb.org/,"HTTPSConnectionPool(host='www.rcsb.org', port=8443): Max retries exceeded with url: / (Caused by Con",,,,,,,,,,,but pdb,,ok
38273575,TRY,0.8688756,try,0.8688756,,0.8688756,1,https://www.try-db.org/TryWeb/Home.php,"HTTPSConnectionPool(host='www.try-db.org', port=443): Max retries exceeded with url: /TryWeb/Home.ph",,,,,,,,,,,try,CAPITALIZED,ok
35370187,JMDC,0.805243,jmdc,0.805243,,0.805243,1,https://www.jmdc.co.jp/en/index,404,,,,,,,,,,,jmdc,CAPITALIZED,ok
37524802,lakepulse,0.7600655,,0.7600655,lakepulse,0.7600655,1,https://lakepulse.ca/,502,,,,,,,,,,,lakepulse,,ok
