ID,best_name,in_rerun,in_final,rerun_best_name_prob,final_best_name_prob,rerun_best_common_prob,final_best_common_prob,difference_score,status
29648583,LipidPedia,False,True,,0.990220785,,0.990220785,,unique_to_final
31733064,PathDIP,False,True,,0.994651794,,0.994651794,,unique_to_final
31617559,PolyASite,False,True,,0.985653996,,0.985653996,,unique_to_final
28069893,Alga-PrAS,False,True,,0.994979988,,0.994979988,,unique_to_final
34774049,DREAM,False,True,,0.993100206,,0.993100206,,unique_to_final
23196988,NURBS,False,True,,0.996146083,,0.996146083,,unique_to_final
26602695,CRN,False,True,,0.987320423,,0.987320423,,unique_to_final
24569397,PCMdb,False,True,,0.994843006,,0.994843006,,unique_to_final
22096227,MINT,False,True,,0.995954633,,0.995954633,,unique_to_final
30407583,FusionGDB,False,True,,0.992917299,,0.992917299,,unique_to_final
30266409,PlaD,False,True,,0.996840239,,0.996840239,,unique_to_final
29401218,MutHTP,False,True,,0.994622827,,0.994622827,,unique_to_final
"22661982, 28499913",Soybean Proteome Database,False,True,,0.979806413,,0.971009135,,unique_to_final
33581334,OGP,False,True,,0.993771553,,0.993771553,,unique_to_final
34022814,Rhododendron Plant Genome Database,False,True,,0.988815002,,0.988055825,,unique_to_final
23281827,Helminth Secretome Database,False,True,,0.980656524,,0.909700066,,unique_to_final
27907889,denovo-db,False,True,,0.997356877,,0.997356877,,unique_to_final
29059379,CirGRDB,False,True,,0.997688591,,0.997688591,,unique_to_final
33507270,InSexBase,False,True,,0.984699667,,0.984699667,,unique_to_final
31799597,RNAactDrug,False,True,,0.996623337,,0.996623337,,unique_to_final
32597311,OncotRF,False,True,,0.998194695,,0.998194695,,unique_to_final
34464437,lncExplore,False,True,,0.996928811,,0.996928811,,unique_to_final
28158179,TrypsNetDB,False,True,,0.998068571,,0.998068571,,unique_to_final
34144671,BCGene,False,True,,0.99187088,,0.99187088,,unique_to_final
25931458,NeuroPep,False,True,,0.99364078,,0.99364078,,unique_to_final
24243844,FireDB,False,True,,0.992642879,,0.992642879,,unique_to_final
25125445,PlantCAZyme,False,True,,0.998365402,,0.998365402,,unique_to_final
31160594,PathoPhenoDB,False,True,,0.995027721,,0.995027721,,unique_to_final
"31161214, 25348404",WDSPdb,False,True,,0.994846165,,0.994846165,,unique_to_final
25166490,isoMETLIN,False,True,,0.988883018,,0.988883018,,unique_to_final
22807998,SyStemCell,False,True,,0.995095372,,0.995095372,,unique_to_final
25792605,TeloPIN,False,True,,0.992713809,,0.992713809,,unique_to_final
"29662024, 32679723",PKIDB,False,True,,0.987339139,,0.987339139,,unique_to_final
31410491,ABCD,False,True,,0.981157601,,0.981157601,,unique_to_final
28187413,DaTo,False,True,,0.992877007,,0.992877007,,unique_to_final
29036653,miRCarta,False,True,,0.995174766,,0.995174766,,unique_to_final
26602692,AREsite2,False,True,,0.991525769,,0.991525769,,unique_to_final
"23203875, 29106634",TCMID,False,True,,0.992202723,,0.992202723,,unique_to_final
"23180796, 26602686, 30407520",QTLdb,False,True,,0.998483792,,0.998483792,,unique_to_final
24526713,3DGD,False,True,,0.996886671,,0.996886671,,unique_to_final
25502817,HGV&TB,False,True,,0.993074507,,0.993074507,,unique_to_final
24170808,MitoBreak,False,True,,0.998078406,,0.998078406,,unique_to_final
30864352,GenCoNet,False,True,,0.993595004,,0.993595004,,unique_to_final
28234924,DNApod,False,True,,0.990965605,,0.990965605,,unique_to_final
27580923,SkeletonGenetics,False,True,,0.990358194,,0.990358194,,unique_to_final
29228298,SeedStor,False,True,,0.993587971,,0.993587971,,unique_to_final
27899676,TransportDB,False,True,,0.979824901,,0.979824901,,unique_to_final
25392421,MiCroKiTS,False,True,,0.991478801,,0.991478801,,unique_to_final
33417691,HGFDB,False,True,,0.996328712,,0.996328712,,unique_to_final
23696792,ExtremeDB,False,True,,0.997353792,,0.997353792,,unique_to_final
28981707,EPD,False,True,,0.979538023,,0.979538023,,unique_to_final
29218589,StimulStat,False,True,,0.99712956,,0.99712956,,unique_to_final
25414353,EHFPI,False,True,,0.998098135,,0.998098135,,unique_to_final
22238269,GROMACS,False,True,,0.992195368,,0.992195368,,unique_to_final
31598693,EuRBPDB,False,True,,0.998039126,,0.998039126,,unique_to_final
31157825,MENDA,False,True,,0.996490777,,0.996490777,,unique_to_final
30335161,EVmiRNA,False,True,,0.996470809,,0.996470809,,unique_to_final
22363733,PrionHome,False,True,,0.987491906,,0.987491906,,unique_to_final
28724888,CrossCheck,False,True,,0.990276933,,0.990276933,,unique_to_final
23842462,DBATE,False,True,,0.993781567,,0.993781567,,unique_to_final
"33326073, 32406920",AnnoLnc,False,True,,0.998637438,,0.998637438,,unique_to_final
"34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 34344425, 26744602",SorGSD,False,True,,0.9974702,,0.9974702,,unique_to_final
24223973,SWEETLEAD,False,True,,0.981075227,,0.981075227,,unique_to_final
24136999,RiceWiki,False,True,,0.996466279,,0.996466279,,unique_to_final
23193256,ESTHER,False,True,,0.996905684,,0.996905684,,unique_to_final
21936021,dbHCCvar,False,True,,0.986464977,,0.986464977,,unique_to_final
29136207,LinkedOmics,False,True,,0.990786731,,0.990786731,,unique_to_final
30127348,PPInS,False,True,,0.995528519,,0.995528519,,unique_to_final
22411954,RNAimmuno,False,True,,0.986062527,,0.986062527,,unique_to_final
33929018,IBDDB,False,True,,0.994403943,,0.994403943,,unique_to_final
28365729,HIVoligoDB,False,True,,0.98352025,,0.98352025,,unique_to_final
